"tipo de juego","game_id/ fecha","equipo_local","equipo_visitante","semana","temporada","estatus _del_juego","marcador_local","marcador_visitante"
"reg","7/10/2021","SEA","LA","5","2021","POST","17","26"
"reg","10/10/2021","ARI","SF","5","2021","POST","17","10"
"reg","10/10/2021","ATL","NYJ","5","2021","POST","27","20"
"reg","10/10/2021","CAR","PHI","5","2021","POST","18","21"
"reg","10/10/2021","CIN","GB","5","2021","POST","22","25"
"reg","10/10/2021","DAL","NYG","5","2021","POST","44","20"
"reg","10/10/2021","HOU","NE","5","2021","POST","22","25"
"reg","10/10/2021","JAX","TEN","5","2021","POST","19","37"
"reg","10/10/2021","KC","BUF","5","2021","POST","20","38"
"reg","10/10/2021","OAK","CHI","5","2021","POST","9","20"
"reg","10/10/2021","LAC","CLE","5","2021","POST","47","42"
"reg","10/10/2021","MIN","DET","5","2021","POST","19","17"
"reg","10/10/2021","PIT","DEN","5","2021","POST","27","19"
"reg","10/10/2021","TB","MIA","5","2021","POST","45","17"
"reg","10/10/2021","WAS","NO","6","2021","POST","22","33"
"reg","11/10/2021","BAL","IND","6","2021","POST","31","25"
"reg","10/14/2021","PHI","TB","6","2021","POST","22","28"
"reg","10/17/2021","BAL","LAC","6","2021","POST","34","6"
"reg","10/17/2021","CAR","MIN","6","2021","POST","28","34"
"reg","10/17/2021","CHI","GB","6","2021","POST","14","24"
"reg","10/17/2021","CLE","ARI","6","2021","POST","14","37"
"reg","10/17/2021","DEN","OAK","6","2021","POST","24","34"
"reg","10/17/2021","DET","CIN","6","2021","POST","11","34"
"reg","10/17/2021","IND","HOU","6","2021","POST","31","3"
"reg","10/17/2021","JAX","MIA","6","2021","POST","23","20"
"reg","10/17/2021","NE","DAL","6","2021","POST","29","35"
"reg","10/17/2021","NYG","LA","6","2021","POST","11","38"
"reg","10/17/2021","PIT","SEA","6","2021","POST","23","20"
"reg","10/17/2021","WAS","KC","7","2021","POST","13","31"
"reg","10/18/2021","TEN","BUF","7","2021","POST","34","31"
"reg","10/21/2021","CLE","DEN","7","2021","POST","17","14"
"reg","10/24/2021","ARI","HOU","7","2021","POST","31","5"
"reg","10/24/2021","BAL","CIN","7","2021","POST","17","41"
"reg","10/24/2021","GB","WAS","7","2021","POST","24","10"
"reg","10/24/2021","OAK","PHI","7","2021","POST","33","22"
"reg","10/24/2021","LA","DET","7","2021","POST","28","19"
"reg","10/24/2021","MIA","ATL","7","2021","POST","28","30"
"reg","10/24/2021","NE","NYJ","7","2021","POST","54","13"
"reg","10/24/2021","NYG","CAR","7","2021","POST","25","3"
"reg","10/24/2021","SF","IND","7","2021","POST","18","30"
"reg","10/24/2021","TB","CHI","7","2021","POST","38","3"
"reg","10/24/2021","TEN","KC","7","2021","POST","27","3"
"reg","10/25/2021","SEA","NO","8","2021","POST","10","13"
"reg","10/28/2021","ARI","GB","8","2021","POST","21","24"
"reg","10/31/2021","ATL","CAR","8","2021","POST","13","19"
"reg","10/31/2021","BUF","MIA","8","2021","POST","26","11"
"reg","10/31/2021","CHI","SF","8","2021","POST","22","33"
"reg","10/31/2021","CLE","PIT","8","2021","POST","10","15"
"reg","10/31/2021","DEN","WAS","8","2021","POST","17","10"
"reg","10/31/2021","DET","PHI","8","2021","POST","6","44"
"reg","10/31/2021","HOU","LA","8","2021","POST","22","38"
"reg","10/31/2021","IND","TEN","8","2021","POST","31","34"
"reg","10/31/2021","LAC","NE","8","2021","POST","24","27"
"reg","10/31/2021","MIN","DAL","8","2021","POST","16","20"
"reg","10/31/2021","NO","TB","8","2021","POST","36","27"
"reg","10/31/2021","NYJ","CIN","8","2021","POST","34","31"
"reg","10/31/2021","SEA","JAX","8","2021","POST","31","7"
"reg","1/11/2021","KC","NYG","9","2021","POST","20","17"
"reg","4/11/2021","IND","NYJ","9","2021","POST","45","30"
"reg","7/11/2021","BAL","MIN","9","2021","POST","34","31"
"reg","7/11/2021","CAR","NE","9","2021","POST","6","24"
"reg","7/11/2021","CIN","CLE","9","2021","POST","16","41"
"reg","7/11/2021","DAL","DEN","9","2021","POST","16","30"
"reg","7/11/2021","JAX","BUF","9","2021","POST","9","6"
"reg","7/11/2021","KC","GB","9","2021","POST","13","7"
"reg","7/11/2021","LA","TEN","9","2021","POST","16","28"
"reg","7/11/2021","MIA","HOU","9","2021","POST","17","9"
"reg","7/11/2021","NO","ATL","9","2021","POST","25","27"
"reg","7/11/2021","NYG","OAK","9","2021","POST","23","16"
"reg","7/11/2021","PHI","LAC","9","2021","POST","24","27"
"reg","7/11/2021","SF","ARI","9","2021","POST","17","31"
"reg","8/11/2021","PIT","CHI","10","2021","POST","29","27"
"reg","11/11/2021","MIA","BAL","10","2021","POST","22","10"
"reg","11/14/2021","ARI","CAR","10","2021","POST","10","34"
"reg","11/14/2021","DAL","ATL","10","2021","POST","43","3"
"reg","11/14/2021","DEN","PHI","10","2021","POST","13","30"
"reg","11/14/2021","GB","SEA","10","2021","POST","17","0"
"reg","11/14/2021","IND","JAX","10","2021","POST","23","17"
"reg","11/14/2021","OAK","KC","10","2021","POST","14","41"
"reg","11/14/2021","LAC","MIN","10","2021","POST","20","27"
"reg","11/14/2021","NE","CLE","10","2021","POST","45","7"
"reg","11/14/2021","NYJ","BUF","10","2021","POST","17","45"
"reg","11/14/2021","PIT","DET","10","2021","POST","16","16"
"reg","11/14/2021","TEN","NO","10","2021","POST","23","21"
"reg","11/14/2021","WAS","TB","11","2021","POST","29","19"
"reg","11/15/2021","SF","LA","11","2021","POST","31","10"
"reg","11/18/2021","ATL","NE","11","2021","POST","0","25"
"reg","11/21/2021","BUF","IND","11","2021","POST","15","41"
"reg","11/21/2021","CAR","WAS","11","2021","POST","21","27"
"reg","11/21/2021","CHI","BAL","11","2021","POST","13","16"
"reg","11/21/2021","CLE","DET","11","2021","POST","13","10"
"reg","11/21/2021","JAX","SF","11","2021","POST","10","30"
"reg","11/21/2021","KC","DAL","11","2021","POST","19","9"
"reg","11/21/2021","OAK","CIN","11","2021","POST","13","32"
"reg","11/21/2021","LAC","PIT","11","2021","POST","41","37"
"reg","11/21/2021","MIN","GB","11","2021","POST","34","31"
"reg","11/21/2021","NYJ","MIA","11","2021","POST","17","24"
"reg","11/21/2021","PHI","NO","11","2021","POST","40","29"
"reg","11/21/2021","SEA","ARI","12","2021","POST","13","23"
"reg","11/21/2021","TEN","HOU","12","2021","POST","13","22"
"reg","11/22/2021","TB","NYG","12","2021","POST","30","10"
"reg","11/25/2021","DAL","OAK","12","2021","POST","33","36"
"reg","11/25/2021","DET","CHI","12","2021","POST","14","16"
"reg","11/25/2021","NO","BUF","12","2021","POST","6","31"
"reg","11/28/2021","BAL","CLE","12","2021","POST","16","10"
"reg","11/28/2021","CIN","PIT","12","2021","POST","41","10"
"reg","11/28/2021","DEN","LAC","12","2021","POST","28","13"
"reg","11/28/2021","GB","LA","12","2021","POST","36","28"
"reg","11/28/2021","HOU","NYJ","12","2021","POST","14","21"
"reg","11/28/2021","IND","TB","12","2021","POST","31","38"
"reg","11/28/2021","JAX","ATL","12","2021","POST","14","21"
"reg","11/28/2021","MIA","CAR","12","2021","POST","33","10"
"reg","11/28/2021","NE","TEN","13","2021","POST","36","13"
"reg","11/28/2021","NYG","PHI","13","2021","POST","13","7"
"reg","11/28/2021","SF","MIN","13","2021","POST","34","26"
"reg","11/29/2021","WAS","SEA","13","2021","POST","17","15"
"reg","2/12/2021","NO","DAL","13","2021","POST","17","27"
"reg","5/12/2021","ATL","TB","13","2021","POST","17","30"
"reg","5/12/2021","CHI","ARI","13","2021","POST","22","33"
"reg","5/12/2021","CIN","LAC","13","2021","POST","22","41"
"reg","5/12/2021","DET","MIN","13","2021","POST","29","27"
"reg","5/12/2021","HOU","IND","13","2021","POST","0","31"
"reg","5/12/2021","KC","DEN","13","2021","POST","22","9"
"reg","5/12/2021","OAK","WAS","13","2021","POST","15","17"
"reg","5/12/2021","LA","JAX","13","2021","POST","37","7"
"reg","5/12/2021","MIA","NYG","13","2021","POST","20","9"
"reg","5/12/2021","NYJ","PHI","13","2021","POST","18","33"
"reg","5/12/2021","PIT","BAL","13","2021","POST","20","19"
"reg","5/12/2021","SEA","SF","14","2021","POST","30","23"
"reg","6/12/2021","BUF","NE","14","2021","POST","10","14"
"reg","9/12/2021","MIN","PIT","14","2021","POST","36","28"
"reg","12/12/2021","CAR","ATL","14","2021","POST","21","29"
"reg","12/12/2021","CIN","SF","14","2021","POST","23","26"
"reg","12/12/2021","CLE","BAL","14","2021","POST","24","22"
"reg","12/12/2021","DEN","DET","14","2021","POST","38","10"
"reg","12/12/2021","GB","CHI","14","2021","POST","45","30"
"reg","12/12/2021","HOU","SEA","14","2021","POST","13","33"
"reg","12/12/2021","KC","OAK","14","2021","POST","48","9"
"reg","12/12/2021","LAC","NYG","14","2021","POST","37","21"
"reg","12/12/2021","NYJ","NO","14","2021","POST","9","30"
"reg","12/12/2021","TB","BUF","14","2021","POST","33","27"
"reg","12/12/2021","TEN","JAX","14","2021","POST","20","0"
"reg","12/12/2021","WAS","DAL","14","2021","POST","20","27"
"reg","12/13/2021","ARI","LA","14","2021","POST","23","30"
"reg","12/16/2021","LAC","KC","15","2021","POST","28","34"
"reg","12/18/2021","CLE","OAK","15","2021","POST","14","16"
"reg","12/18/2021","IND","NE","15","2021","POST","27","17"
"reg","12/19/2021","BAL","GB","15","2021","POST","30","31"
"reg","12/19/2021","BUF","CAR","15","2021","POST","31","14"
"reg","12/19/2021","DEN","CIN","15","2021","POST","10","15"
"reg","12/19/2021","DET","ARI","15","2021","POST","30","12"
"reg","12/19/2021","JAX","HOU","15","2021","POST","16","30"
"reg","12/19/2021","MIA","NYJ","15","2021","POST","31","24"
"reg","12/19/2021","NYG","DAL","15","2021","POST","6","21"
"reg","12/19/2021","PIT","TEN","15","2021","POST","19","13"
"reg","12/19/2021","SF","ATL","15","2021","POST","31","13"
"reg","12/19/2021","TB","NO","15","2021","POST","0","9"
"reg","12/20/2021","CHI","MIN","15","2021","POST","9","17"
"reg","12/21/2021","LA","SEA","15","2021","POST","20","10"
"reg","12/21/2021","PHI","WAS","15","2021","POST","27","17"
"reg","12/23/2021","TEN","SF","16","2021","POST","20","17"
"reg","12/25/2021","ARI","IND","16","2021","POST","16","22"
"reg","12/25/2021","GB","CLE","16","2021","POST","24","22"
"reg","12/26/2021","ATL","DET","16","2021","POST","20","16"
"reg","12/26/2021","CAR","TB","16","2021","POST","6","32"
"reg","12/26/2021","CIN","BAL","16","2021","POST","41","21"
"reg","12/26/2021","DAL","WAS","16","2021","POST","56","14"
"reg","12/26/2021","HOU","LAC","16","2021","POST","41","29"
"reg","12/26/2021","KC","PIT","16","2021","POST","36","10"
"reg","12/26/2021","OAK","DEN","16","2021","POST","17","13"
"reg","12/26/2021","MIN","LA","16","2021","POST","23","30"
"reg","12/26/2021","NE","BUF","16","2021","POST","21","33"
"reg","12/26/2021","NYJ","JAX","16","2021","POST","26","21"
"reg","12/26/2021","PHI","NYG","16","2021","POST","34","10"
"reg","12/26/2021","SEA","CHI","16","2021","POST","24","25"
"reg","12/27/2021","NO","MIA","16","2021","POST","3","20"
"reg","2/1/2022","BAL","LA","17","2021","POST","19","20"
"reg","2/1/2022","BUF","ATL","17","2021","POST","29","15"
"reg","2/1/2022","CHI","NYG","17","2021","POST","29","3"
"reg","2/1/2022","CIN","KC","17","2021","POST","34","31"
"reg","2/1/2022","DAL","ARI","17","2021","POST","22","25"
"reg","2/1/2022","GB","MIN","17","2021","POST","37","10"
"reg","2/1/2022","IND","OAK","17","2021","POST","20","23"
"reg","2/1/2022","LAC","DEN","17","2021","POST","34","13"
"reg","2/1/2022","NE","JAX","17","2021","POST","50","10"
"reg","2/1/2022","NO","CAR","17","2021","POST","18","10"
"reg","2/1/2022","NYJ","TB","17","2021","POST","24","28"
"reg","2/1/2022","SF","HOU","17","2021","POST","23","7"
"reg","2/1/2022","SEA","DET","17","2021","POST","51","29"
"reg","2/1/2022","TEN","MIA","17","2021","POST","34","3"
"reg","2/1/2022","WAS","PHI","17","2021","POST","16","20"
"reg","3/1/2022","PIT","CLE","17","2021","POST","26","14"
